Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,131.610001,132.770004,130.009995,132.309998,122.986893,1857100
2016-02-02,131.570007,132.250000,129.919998,130.149994,120.979095,2173000
2016-02-03,130.889999,131.539993,127.430000,130.979996,121.750618,1953600
2016-02-04,130.690002,136.089996,130.690002,134.210007,124.753059,2542000
2016-02-05,133.250000,134.539993,131.630005,131.910004,122.615105,1606200
2016-02-08,130.279999,130.990005,128.050003,130.330002,121.146446,1752400
2016-02-09,129.250000,131.160004,128.059998,129.770004,120.625893,1936200
2016-02-10,130.649994,131.770004,127.360001,127.639999,118.645988,2128700
2016-02-11,125.540001,126.989998,122.779999,124.419998,115.652870,2664100
2016-02-12,125.550003,128.720001,125.389999,128.600006,119.538353,1726500
2016-02-16,130.440002,132.740005,129.130005,132.110001,122.801041,1746900
2016-02-17,133.559998,134.669998,132.529999,133.089996,123.711960,2068200
2016-02-18,132.860001,133.600006,129.970001,131.330002,122.075989,2125800
2016-02-19,130.300003,130.729996,128.070007,129.759995,120.616608,2689200
2016-02-22,129.759995,136.470001,129.759995,135.389999,125.849892,2664700
2016-02-23,134.419998,134.860001,132.389999,133.809998,124.381248,2357800
2016-02-24,132.520004,134.029999,131.429993,133.490005,124.083755,1311800
2016-02-25,134.410004,136.059998,133.139999,135.979996,126.398346,1361400
2016-02-26,136.660004,139.419998,136.600006,137.380005,127.699677,2005500
2016-02-29,137.279999,139.529999,136.669998,136.880005,127.234909,2032100
2016-03-01,138.160004,141.910004,137.300003,141.380005,131.417816,2014700
2016-03-02,140.910004,143.059998,140.850006,142.270004,132.245102,1798500
2016-03-03,141.789993,144.190002,141.550003,143.860001,133.723129,1821300
2016-03-04,143.490005,146.279999,143.490005,143.910004,133.769547,1821000
2016-03-07,143.250000,145.330002,142.259995,145.080002,134.857101,1548600
2016-03-08,144.000000,144.830002,142.389999,142.529999,132.486801,1281000
2016-03-09,141.899994,142.529999,139.889999,141.979996,131.975510,1483800
2016-03-10,142.039993,143.250000,139.580002,141.610001,131.863815,1168000
2016-03-11,143.350006,144.580002,142.580002,144.419998,134.480392,1145800
2016-03-14,144.100006,144.990005,143.250000,143.839996,133.940308,1657300
2016-03-15,142.990005,143.320007,141.699997,143.070007,133.223312,1769600
2016-03-16,142.500000,144.750000,141.190002,144.270004,134.340729,2573200
2016-03-17,155.229996,161.699997,154.080002,161.339996,150.235901,8891700
2016-03-18,160.649994,163.880005,160.360001,163.710007,152.442795,4538100
2016-03-21,163.570007,164.839996,162.899994,164.539993,153.215652,2154800
2016-03-22,163.550003,163.899994,162.320007,163.419998,152.172729,1647700
2016-03-23,163.419998,163.729996,162.369995,162.630005,151.437103,1247500
2016-03-24,161.300003,162.800003,160.539993,162.649994,151.455734,1100000
2016-03-28,162.570007,162.889999,160.389999,162.190002,151.027390,1527300
2016-03-29,162.029999,163.089996,160.669998,162.990005,151.772339,1508800
2016-03-30,163.000000,163.470001,161.470001,161.570007,150.450104,1399600
2016-03-31,161.550003,162.940002,160.649994,162.720001,151.520935,1984300
2016-04-01,162.309998,163.990005,161.100006,163.669998,152.405518,1504900
2016-04-04,163.880005,165.509995,163.179993,163.800003,152.526596,1643600
2016-04-05,162.160004,163.009995,161.649994,161.940002,150.794601,1147500
2016-04-06,162.000000,163.139999,160.729996,162.770004,151.567459,1123800
2016-04-07,161.169998,162.550003,160.800003,161.279999,150.180054,1362500
2016-04-08,162.089996,165.490005,161.919998,163.419998,152.172729,1597500
2016-04-11,163.460007,165.100006,163.029999,163.050003,151.828232,1452800
2016-04-12,163.559998,165.779999,163.039993,165.110001,153.746414,1667700
2016-04-13,165.720001,167.449997,165.699997,167.220001,155.711227,1603000
2016-04-14,167.149994,167.550003,165.639999,165.699997,154.295868,1039500
2016-04-15,165.699997,166.419998,164.820007,165.899994,154.482071,863700
2016-04-18,165.330002,167.380005,164.809998,167.130005,155.627426,833800
2016-04-19,167.800003,169.300003,166.649994,168.270004,156.688980,1056000
2016-04-20,168.380005,168.949997,167.350006,167.399994,155.878815,815100
2016-04-21,166.720001,167.610001,165.160004,165.570007,154.174774,1178400
2016-04-22,166.279999,166.929993,165.059998,166.320007,154.873138,1359100
2016-04-25,165.660004,167.229996,164.029999,165.559998,154.165436,1033100
